Unnamed: 0,城市,职位名称,公司名称,公司规模,公司类型,薪资,学历要求,技能要求,工作经验要求,评分
2949,重庆-九龙坡,数据分析员助理,重庆嘉卓瑞企业管理咨询服务有限公司,20-99人,民营,5千-1万,学历不限,数据分析 ,不限,5.3
2950,重庆-渝北,数据分析实习生,海默尼药业,1000-9999人,民营,130-150/天,本科,数据分析 ,无经验,6.1
2952,重庆-涪陵,数据分析岗,华峰集团,10000人以上,民营,1万-1.5万,本科,生产数据分析 ,3-5年,7.05
2953,重庆-南岸,数据分析处理员（南岸茶园）,重庆安通医药有限公司,100-299人,民营,4千-6千,大专,电商 电商类产品 药品线上 ,不限,5.6
2954,重庆,数据分析,希尔安药业,1000-9999人,民营,7千-1.2万,本科,SPSS MATLAB Tableau 销售数据分析 商业数据分析 ,3-5年,6.9
2955,重庆-渝北,早九晚五不加班数据分析,重庆裕名微科技有限公司,20-99人,民营,6千-8千,大专,电商数据运营 销售数据运营 经营数据分析 ,1-3年,5.7
2956,重庆-渝北,地理信息数据分析岗,重庆华地资环科技有限公司,500-999人,国企,1万-1.5万,硕士,地理信息系统 ,不限,6.3
2957,重庆-渝北,数据分析,希尔安药业,1000-9999人,民营,6千-1.2万,本科,销售数据分析 ,3-5年,6.9
2958,重庆-沙坪坝,数据分析员,重庆百序通科技有限公司,100-299人,民营,6千-9千,本科,Python SQL SPSS SAS 销售数据分析 ,1-3年,6.1
2959,重庆-南岸,财务数据分析管理岗,重庆德庄实业(集团)有限公司,500-999人,民营,1.1万-1.2万,本科,财务体系 财务预算 经营分析 收益分析 ,5-10年,7.0
2960,重庆-北碚,临床数据分析员,新赛亚生物,300-499人,民营,5千-7千,本科,临床协调 临床前研究 临床数据分析 ,不限,5.85
2961,重庆-渝中,BI商业数据分析课程重庆/培训招生,51Testing,100-299人,民营,7千-1.2万,大专,单片机 Altium Designer 电路设计 电子硬件开发 电子软件开发 C51 Protel 电子测试 ,不限,5.6
2962,重庆-渝北,大数据分析专家（汽车制造方向）,智联猎头,1000-9999人,上市公司,1万-2万,本科,大数据 ,3-5年,7.3
2963,重庆-沙坪坝,呼叫中心现场管控专员（数据分析能力）,聚思鸿信息技术服务(大连)有限公司,1000-9999人,上市公司,5千-7千,大专,行业分析 运营数据分析 呼叫中心 现场管控 英文能力 ,1-3年,7.0
2964,重庆-江北,英语翻译-常驻巴基斯坦（业务数据分析、总经理秘书方向）,中电国际胡布发电有限公司,20-99人,国企,1.1万-1.3万,本科,口译 听译 英语专业八级 雅思7.0分 ,1-3年,6.0
2965,重庆-渝中,Python大数据分析特训营课程cq/培训招生,51Testing,100-299人,民营,7千-1.2万,大专,医疗大健康 食品/饮料 烟酒 质量检测 质量测试 质量审核 ISO质量体系 国军标体系 ,不限,5.6
2966,重庆-渝北,产品经理（数据分析）,重庆泛语科技有限公司,100-299人,股份制企业,5千-8千,本科,软件产品 数据产品 ,1-3年,6.2
2967,重庆-渝中,数据分析专员,重庆铭浩企业管理咨询有限公司,20-99人,民营,5千-1万,大专,数据分析 数据挖掘 ,不限,5.3
2968,重庆-渝北,(重庆）业务分析师,重庆信盟科技发展有限公司,1000-9999人,其它,1万-1.5万,本科,SQL 商业数据分析 运营数据分析 销售数据分析 金融数据分析 ,3-5年,6.8
2969,重庆-渝北,实习生（数据可视化）,华夏云翼国际教育科技有限公司,100-299人,民营,150-200/天,本科,软件工程 数据分析 统计分析 ,无经验,5.5
2970,重庆-渝中,数据处理工程师,南京思影科技有限公司,20-99人,民营,1万-2万,硕士,MATLAB Python 机器学习 数据分析 R语言 Shell ,不限,5.5
2971,重庆-渝北,大数据风控模型岗,上海派玥信息科技有限公司,100-299人,民营,2万-3万,本科,数据建模 数据平台 数据运维 Hadoop ,不限,5.95
2972,重庆,朝九晚四农产品分析师,重庆昂盛商贸有限公司,20人以下,民营,4千-6千,中专/中技,技术面分析 ,1-3年,5.5
2973,重庆-巴南,数据应用专员,重庆美利信科技股份有限公司,1000-9999人,合资,6千-9千,本科,运营数据分析 销售数据分析 ,3-5年,7.0
2974,重庆-渝北,（重庆）客服策略分析师,重庆信盟科技发展有限公司,1000-9999人,其它,1万-1.5万,本科,Python SQL 金融数据分析 舆情分析 客户服务分析 消费投诉分析 ,3-5年,6.8
2975,重庆,BOM数据工程师,东方鑫源集团有限公司,10000人以上,民营,6千-8千,大专,BOM office ERP ,1-3年,6.75
2976,重庆-南岸,电子数据鉴定人助理,重庆密可创园区运营管理有限公司,100-299人,民营,4千-6千,本科,电子数据鉴定 司法鉴定 鉴定人助理 数据库 ,不限,5.7
2977,重庆-渝北,（重庆）电销策略分析师,重庆信盟科技发展有限公司,1000-9999人,其它,1万-1.8万,本科,SQL Power BI 销售数据分析 金融数据分析 运营数据分析 ,5-10年,7.2
2978,重庆,大数据研发工程师,中煤科工集团重庆研究院有限公司,1000-9999人,国企,1.3万-2.5万,本科,前端开发 ,1-3年,6.9
2979,重庆,数据开发工程师,中渝软通(重庆)信息技术有限公司,20-99人,民营,7千-1.4万,本科,数据采集 数据治理 数据挖掘 数据清洗 数据可视化 Hadoop Power BI FineBI Kettle MySQL ,3-5年,6.0
2980,重庆-渝北,高级客服策略分析师,重庆信盟科技发展有限公司,1000-9999人,其它,1万-1.8万,本科,Python R语言 SQL Power BI ,3-5年,6.8
2981,重庆-渝中,证券分析师,北渚科技发展(重庆)有限责任公司,20-99人,民营,7千-8千,本科,市场环境 ,1-3年,5.8
2982,重庆-渝北,安全数据工程师（安全监察部-重庆）(J10980),华夏航空,1000-9999人,上市公司,7千-1.2万,硕士,商业数据分析 运营数据分析 销售数据分析 ,不限,6.8
2983,重庆-渝北,客服策略分析师(J10460),重庆信盟科技发展有限公司,1000-9999人,其它,1.5万-2万,本科,SQL 商业数据分析 运营数据分析 销售数据分析 广告分析 ,5-10年,7.15
2984,重庆-渝北,业务分析师-金融,外企德科,1000-9999人,合资,2万-3万,本科,银行数据分析 EAST 1104 ,1-3年,7.05
2985,重庆-渝北,收益分析专员（收益管理部-重庆）(J10965),华夏航空,1000-9999人,上市公司,5千-8千,本科,运营数据分析 销售数据分析 行业分析 ,不限,6.7
2986,重庆-江北,技术策略专员,重庆鑫达利莱科技有限公司,20-99人,民营,6千-8千,大专,行业分析 ,1-3年,5.7
2987,重庆-江北,价格共享专员（朝九晚六+五险一金+餐补）,永辉彩食鲜发展有限公司,1000-9999人,合资,5千-7千,大专,Python SQL 运营数据分析 销售数据分析 行业分析 ,3-5年,6.9
2988,重庆-渝北,收益管理专员(西北事业部-重庆)(J10854),华夏航空,1000-9999人,上市公司,4千-6千,本科,销售数据分析 行业分析 运营数据分析 ,不限,6.7
2989,重庆-江北,量化IT岗,国泰君安证券股份有限公司重庆分公司,1000-9999人,国企,1万-1.2万,本科,证券数据分析 量化分析 ,1-3年,6.9
2990,重庆,商品专员,重庆玖邦品牌营销策划有限公司,20-99人,民营,4千-6千,大专,商品专员 货品管理 ,1-3年,5.7
2991,重庆,销售运营,东方鑫源集团有限公司,10000人以上,民营,6千-8千,本科,数据分析 销售业务数据 统计学 ,1-3年,6.85
2993,重庆-渝北,算法研究实习生,猪八戒股份有限公司,1000-9999人,民营,5千-1万,本科,算法研究实习 计算机相关专业 应用数学相关专业 ,无经验,6.1
2995,重庆,市场情报-X7140S,重庆横河川仪有限公司,300-499人,合资,1万-1.1万,本科,英语六级 ,不限,5.95
2996,重庆-渝北,电力交易员,重庆来东能源有限公司,20-99人,民营,6千-1万,本科,R语言 SAS 商业数据分析 销售数据分析 ,不限,5.4
2997,重庆-渝北,资源交易实习生,重庆港澳大家软件产业有限公司,20-99人,民营,120-200/天,本科,销售数据分析 运营数据分析 财务数据分析 行业分析 供应商费用 政府采购 竞标采购 市场调研数据分析 ,无经验,5.2
2998,重庆,质量技术-C4791Q,重庆横河川仪有限公司,300-499人,合资,1万-1.2万,本科,CET6 ,3-5年,6.55
2999,重庆-沙坪坝,东风小康——运营管理高级专员,东风小康,10000人以上,合资,6千-8千,本科,汽车行业 制造业 ,3-5年,7.15
3000,重庆-渝中,金融衍生品研究岗（J10326）,中信建投期货有限公司,500-999人,国企,1.5万-2.5万,硕士,期货研究 ,不限,6.15
3001,重庆-长寿,金融市场和报告分析员,重庆市科致达商务服务有限责任公司,20-99人,民营,6千-7千,本科,经济研究 银行研究 投融资研究 互联网金融研究 ,无经验,5.2
3002,重庆-大渡口,BI开发工程师(J10059),中元汇吉生物技术股份有限公司,1000-9999人,民营,1.3万-2.2万,本科,数据仓库 数据可视化 数据挖掘 R语言 SQL Python Tableau FineBI Kettle ,3-5年,6.9
3003,重庆-渝中,行业和个股研究员,青岛锦浪私募基金管理有限公司,20人以下,民营,8千-9千,本科,基本面分析 行业分析 投资分析 股票市场 公司分析 宏观经济分析 ,无经验,5.05
3004,重庆,技术研发员,重庆莱霆防雷技术有限责任公司,20-99人,国企,7千-9千,硕士,气象数据分析 文字总结分析 灾害风险评估 Python 气象专业 硕士及以上学历 ,不限,5.7
3005,重庆,量化策略助理研究员,重庆先石投资管理有限公司,100-299人,民营,5千-1万,本科,金融业 量化分析 投资分析 股票市场 基金市场 宏观经济分析 Python ,不限,5.7
3006,重庆-江北,研究员/行业研究,重庆新宏域资本管理有限公司,20-99人,民营,1.2万-1.8万,硕士,经济分析 投资学 ,1-3年,5.9
3007,重庆-渝中,研究员,华创期货有限责任公司,100-299人,股份制企业,6千-8千,本科,宏观分析 ,不限,5.8
3008,重庆-渝北,基金经理研究员,重庆先石投资管理有限公司,100-299人,民营,8千-1.6万,本科,投资分析 基本面分析 行业分析 技术面分析 风险分析 股票市场 宏观经济分析 公司分析 ,1-3年,6.1
3009,重庆-渝中,股指期货操盘手（广西南宁）,广西极犇私募基金有限公司,20-99人,民营,1.5万-3万,本科,投资分析 股票市场 宏观经济分析 ,1-3年,5.75
3010,重庆-渝北,重庆分公司-投资顾问,申港证券股份有限公司,500-999人,合资,1万-1.5万,本科,投资分析 证券从业资格证 投资顾问 财富管理 ,1-3年,6.5
3011,重庆-渝中,金融科技实习生(J10369),中信建投期货有限公司,500-999人,国企,50-80/天,硕士,Python SQL ,不限,6.3
3012,重庆-渝中,A股波段操盘手（可异地线上）,广西极犇私募基金有限公司,20-99人,民营,1.5万-3万,本科,投资分析 基本面分析 行业分析 技术面分析 股票市场 宏观经济分析 公司分析 ,1-3年,5.75
3013,重庆-渝中,投资顾问,东海证券股份有限公司,1000-9999人,国企,6万-12万,本科,金融业 股票市场 ,1-3年,7.45
3014,重庆-渝中,农产品组实习生(J10372),中信建投期货有限公司,500-999人,国企,60-80/天,硕士,基本面研究 经济研究 政策研究 期货研究 期货从业资格证 ,不限,6.3
3015,重庆,学术经理,重庆康洲大数据(集团)有限公司,100-299人,民营,7千-1.4万,本科,策划 在线医疗 软件行业 电子商务 人工智能 制药/医疗 ,3-5年,6.3
3016,重庆,电力交易高级业务经理,重庆来东能源有限公司,20-99人,民营,8千-1.6万,硕士,技术面分析 中长线交易 T0交易 ,不限,5.5
3017,重庆-渝中,能化实习生(J10370),中信建投期货有限公司,500-999人,国企,50-80/天,硕士,经济研究 政策研究 技术面研究 基本面研究 ,不限,6.3
3018,重庆-南岸,重庆惠工路证券营业部-投资顾问,西南证券,1000-9999人,国企,面议,本科,股票市场 投资分析 基金销售 ,1-3年,6.9
3019,重庆-渝中,股票研究员,北渚科技发展(重庆)有限责任公司,20-99人,民营,7千-8千,本科,股票市场 ,1-3年,5.8
3020,重庆-江北,行业研究员（医药）,重庆新宏域资本管理有限公司,20-99人,民营,1.2万-1.8万,硕士,制药/医疗 ,1-3年,5.9
3021,重庆,高级投资顾问,国泰君安证券股份有限公司重庆分公司,1000-9999人,国企,9千-1.2万,本科,客户开发 投资理财 财富管理 理财规划 资产配置 ,1-3年,6.9
3023,重庆-渝中,研究发展部综合运营实习生,中信建投期货有限公司,500-999人,国企,100-200/天,本科,期货研究 ,无经验,6.0
3024,重庆-渝中,投资顾问,粤开证券股份有限公司,1000-9999人,国企,6千-1.2万,本科,股票市场 基金市场 证券投资咨询资格证 基金从业资格证 证券从业资格证 理财 金融 分析师 ,1-3年,6.9
3025,重庆-南岸,客户经理,国盛证券,1000-9999人,国企,4千-8千,本科,证券从业资格 ,不限,6.5
3026,重庆-渝中,高级策略研究岗(J10371),中信建投期货有限公司,500-999人,国企,1.4万-2.5万,硕士,经济研究 基本面研究 期货研究 期货从业资格证 ,3-5年,6.9
3027,重庆-江北,证券投资顾问,中银国际证券股份有限公司重庆江北证券营业部,100-299人,国企,4千-7千,本科,股票市场 基金市场 投资分析 基本面分析 行业分析 证券从业资格证 基金从业资格证 证券投资咨询资格证 ,1-3年,6.3
3028,重庆-渝中,会务分析,上海东浩人力资源有限公司,100-299人,国企,1.5万-2.5万,本科,商业数据分析 运营数据分析 销售数据分析 ,3-5年,6.45
3029,重庆-渝中,研究发展部实习生（量化）,中信建投期货有限公司,500-999人,国企,150-200/天,硕士,期货从业资格证 ,无经验,6.1
3031,重庆,医药咨询师,重庆康洲大数据(集团)有限公司,100-299人,民营,8千-1.6万,本科,医药 ,1-3年,6.1
3032,重庆-渝中,数据挖掘师,重庆铭浩企业管理咨询有限公司,20-99人,民营,4千-8千,大专,Python ,不限,5.3
3033,重庆-渝北,数据处理,中连建业(重庆)科技发展有限公司,20-99人,国企,4千-6千,本科,数据处理 ,不限,5.6
3034,重庆-江北,数据处理,重庆乐尚装饰工程有限公司江北分公司,1000-9999人,民营,5千-6千,中专/中技,销售数据运营 ,1-3年,6.55
3035,重庆-渝北,大数据-大数据应用,智联猎头,1000-9999人,上市公司,1万-2万,本科,数据分析 大数据分析 Linux SQL ,3-5年,7.3
3036,重庆-九龙坡,数据统计分析员,隆鑫通用动力股份有限公司,10000人以上,股份制企业,4千-6千,大专,数据统计分析 生产统计 销售统计 excel WORD文档 摩托车 发动机 ,1-3年,6.85
3037,重庆,大数据工程师,重庆康洲大数据(集团)有限公司,100-299人,民营,9千-1.8万,大专,Spark Kafka Hive Elasticsearch ,不限,5.6
3038,重庆-渝中,大数据工程师,中电智安科技有限公司,300-499人,国企,1万-2万,本科,数据建模 数仓开发 Java Python Hadoop MySQL MongoDB Elasticsearch ,3-5年,6.65
3039,重庆-沙坪坝,大数据工程师,重庆足下科技有限公司,500-999人,民营,8千-1.5万,本科,数据挖掘 Hadoop ,3-5年,6.6
3040,重庆-渝北,大数据-大数据运营研发,智联猎头,1000-9999人,上市公司,1万-2万,本科,架构设计 数据挖掘 Hadoop Hive ,3-5年,7.3
3041,重庆-江北,数据专员,重庆达闻务科技有限公司,20-99人,其它,3千-5千,大专,亚马逊 英语可作为工作语言 速卖通 跨境店铺运营 ,不限,5.2
3042,北京-海淀,前端开发工程师,航天科工智慧,100-299人,国企,1.2万-1.6万,本科,web前端 ,1-3年,6.6
3043,北京-昌平,前端开发工程师,普华讯光(北京)科技有限公司,300-499人,民营,1.2万-1.6万,本科,Vue ,3-5年,6.75
